2018-06-26 00:00:01, 138
2018-06-26 01:00:01, 138
2018-06-26 02:00:01, 138
2018-06-26 03:00:01, 138
2018-06-26 05:00:01, 138
2018-06-26 06:00:02, 138
2018-06-26 07:00:01, 138
2018-06-26 08:00:01, 138
2018-06-26 09:00:01, 138
2018-06-26 10:00:01, 138
2018-06-26 11:00:01, 138
2018-06-26 12:00:02, 138
2018-06-26 13:00:01, 139
2018-06-26 14:00:01, 139
2018-06-26 15:00:02, 139
2018-06-26 16:00:01, 139
2018-06-26 17:00:02, 140
2018-06-26 18:00:01, 140
2018-06-26 19:00:02, 141
2018-06-26 20:00:01, 142
2018-06-26 21:00:01, 142
2018-06-26 22:00:02, 142
2018-06-26 23:00:01, 145
