2018-06-27 00:00:01, 145
2018-06-27 01:00:01, 145
2018-06-27 02:00:01, 145
2018-06-27 03:00:01, 145
2018-06-27 05:00:01, 145
2018-06-27 06:00:02, 145
2018-06-27 07:00:01, 145
2018-06-27 08:00:01, 145
2018-06-27 09:00:01, 145
2018-06-27 10:00:01, 145
2018-06-27 11:00:01, 145
2018-06-27 12:00:01, 145
2018-06-27 13:00:02, 145
2018-06-27 14:00:01, 145
2018-06-27 15:00:02, 145
2018-06-27 16:00:01, 145
2018-06-27 17:00:02, 145
2018-06-27 18:00:01, 146
2018-06-27 19:00:02, 146
2018-06-27 20:00:01, 146
